conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1867928234471370985,Sat Dec 14 13:42:50 +0000 2024,0,Penjualan Mobil Meningkat Jelang Kenaikan PPN Jadi 12 Persen dan Berlakunya Opsen Pajak https://t.co/krOC7mDsWs https://t.co/n0uCpIrkHS,1867928234471370985,https://pbs.twimg.com/media/Gew21IgWQAA10Mx.jpg,,in,"Yogyakarta, Indonesia",0,0,0,https://x.com/Harian_Jogja/status/1867928234471370985,118371948,Harian_Jogja
1867917548852740162,Sat Dec 14 13:00:22 +0000 2024,1,Wakil Ketua Komisi XI DPR RI Hanif Dhakiri angkat bicara soal wacana pemerintah menaikkan Pajak Pertambahan Nilai (PPN) sebesar 12 persen. Dia menyebut menaikkan PPN merupakan cara paling mudah untuk meningkatkan pendapatan negara. Hal itu disampaikan Hanif dalam diskusi https://t.co/yhylkXijsV,1867917548852740162,https://pbs.twimg.com/media/GewtHIMWAAA8Paz.jpg,,in,,0,1,1,https://x.com/VIVAcoid/status/1867917548852740162,41730943,VIVAcoid
1867894303328194952,Sat Dec 14 11:28:00 +0000 2024,0,Wakil Ketua Komisi XI DPR RI Hanif Dhakiri menyebut wacana kenaikan Pajak Pertambahan Nilai (PPN) 12 persen dapat menghasilkan tambahan pendapatan negara dari Rp 70 hingga 80 triliun Sabtu (14/12). Ard #BeritaElshinta https://t.co/C13AZbF6R3,1867894303328194952,https://pbs.twimg.com/media/GewSt92aAAAZwr1.jpg,,in,,0,1,0,https://x.com/RadioElshinta/status/1867894303328194952,121640063,RadioElshinta
1867845201764790417,Sat Dec 14 09:05:26 +0000 2024,1,@kpgnj @BudiBukanIntel Makanya boikot pajak 12 persen,1867858423922180543,,kpgnj,in,,0,0,0,https://x.com/Ag99_LFC/status/1867858423922180543,1233971715866120192,Ag99_LFC
1867850002149859374,Sat Dec 14 08:31:58 +0000 2024,18,NASEBB Rakyat Jelata Pajak dinaikkan 12 persen Lingkungan diberi Narapidana -- Yg bebas duluan Koruptor keknya https://t.co/BVR11T7QkJ,1867850002149859374,https://pbs.twimg.com/media/GevvrHibsBsF5sE.jpg,,in,"DKI Jakarta, Indonesia",0,6,6,https://x.com/Duren___/status/1867850002149859374,1501606510979256323,Duren___
1867791937195168224,Sat Dec 14 06:30:48 +0000 2024,0,@kompascom Ngapain diberitakan KOMPAS??? Gausah diberitakan lah kilah an Airlangga. Orang berkilah dan ngeles kok di beritakan. Cukup berhenti di PPN naik jadi 12 persen menjadi fakta final. sedangkan Vietnam yang nilai tukarnya dibawah kita justru menurunkan ppn. Disetir kok keterusan.,1867819512575426847,,kompascom,in,,0,0,0,https://x.com/korbandinasti/status/1867819512575426847,1529789196386603009,korbandinasti
1867781419478790351,Sat Dec 14 03:59:26 +0000 2024,0,Menteri Koordinator Bidang Perekonomian Airlangga Hartarto menyebut bahwa detail terkait pemberlakuan Pajak Pertambahan Nilai (PPN) 12 persen dan paket kebijakan ekonomi akan diumumkan Senin (16/12) depan. https://t.co/YgpOV5YvFl,1867781419478790351,,,in,"Denpasar, Bali",0,0,0,https://x.com/nusabalicom/status/1867781419478790351,2655442453,nusabalicom
1867771119228600397,Sat Dec 14 03:18:30 +0000 2024,0,Pajak Pertambahan Nilai atau PPN yang naik menjadi 12 persen di 2025 masih menuai sorotan. Terlebih salah satu negara tetangga yakni Vietnam justru memperpanjang penurunan tarif pajak pertambahan nilai (PPN) dari awalnya 10 persen turun jadi 8 persen. Meskipun setiap negara https://t.co/N1DBKSow21,1867771119228600397,https://pbs.twimg.com/media/Geun68EbsAMJAo0.jpg,,in,,1,0,0,https://x.com/RadioElshinta/status/1867771119228600397,121640063,RadioElshinta
1867753001424965984,Sat Dec 14 02:06:31 +0000 2024,0,Hallo AutoFamily! 2025 akan diwarnai dgn kenaikan tarif Pajak Pertambahan Nilai (PPN) menjadi 12 persen &amp; pemberlakuan opsen pajak daerah tahun dpn yg menjadi momok bagi calon pembeli mobil. Mengingat harga mobil terancam naik belasan hingga puluhan juta https://t.co/AvUTDI2ozU,1867753001424965984,,,in,"Jakarta Pusat, DKI Jakarta",0,0,0,https://x.com/eddie_toyota/status/1867753001424965984,1225036397653848064,eddie_toyota
1867545527757550016,Sat Dec 14 01:43:24 +0000 2024,0,@dicky_novera Dengan tarif PPN 12 persen pemerintah dapat mengoptimalkan penerimaan pajak.,1867747184369971557,,dicky_novera,in,,0,0,0,https://x.com/SilviaA96/status/1867747184369971557,1598155973923049472,SilviaA96
1867545527757550016,Sat Dec 14 01:43:02 +0000 2024,0,@dicky_novera Penerapan tarif PPN 12 persen adalah upaya untuk menciptakan sistem pajak yang lebih adil.,1867747094142103871,,dicky_novera,in,,0,0,0,https://x.com/SilviaA96/status/1867747094142103871,1598155973923049472,SilviaA96
1867227343082926339,Fri Dec 13 23:10:06 +0000 2024,1,@hkkri_ @choymarkochoy Apa apa anak Abah Makan tuh pajak 12 persen,1867708603421139043,,hkkri_,in,,0,1,0,https://x.com/TaherBayu/status/1867708603421139043,1250423612558823427,TaherBayu
1867489035733938373,Fri Dec 13 21:37:42 +0000 2024,0,@idextratime Siap siap pajak 12 persen taun depan pajak kendaraan jg naikk,1867685351571304844,,idextratime,in,,0,0,0,https://x.com/mrEko_84/status/1867685351571304844,1794451186978099200,mrEko_84
1865963281246195938,Fri Dec 13 17:31:15 +0000 2024,0,@Heeseungd Emang di bumi ini warga lebih nyari gratis ongkir daripada gratis pajak 12 persen ya,1867623330284749035,,Heeseungd,in, La Revista Insurgent Oldtown,0,1,0,https://x.com/jaemain/status/1867623330284749035,1043492677088501761,jaemain
1867578565476388971,Fri Dec 13 14:33:22 +0000 2024,0,Ntr perusahaan otomotif akan menambah pengangguran. Tips Beli Mobil Tanpa Kenaikan Harga Usai PPN 12 Persen dan Opsen Pajak https://t.co/IngNcjUvA6,1867578565476388971,,,in,Indonesia,0,0,0,https://x.com/jondivar/status/1867578565476388971,131720346,jondivar
1867578363852075487,Fri Dec 13 14:32:34 +0000 2024,14,Otoritas Jasa Keuangan (OJK) mengatakan rencana pemerintah menaikkan Pajak Pertumbuhan Nilai (PPN) jadi 12 persen pada Januari 2025 dapat memengaruhi daya beli masyarakat. //MN #OJK #PPN #DayaBeliMasyarakat https://t.co/YoMw2JMEzW,1867578363852075487,,,in,Jakarta,2,21,14,https://x.com/kompascom/status/1867578363852075487,23343960,kompascom
1867559791734009975,Fri Dec 13 13:18:46 +0000 2024,9,Paket Kebijakan Ekonomi Diumumkan Senin Depan Ada soal PPN 12 Persen hingga Insentif Pajak https://t.co/Hw8pVv3aX5,1867559791734009975,,,in,Indonesia,1,4,1,https://x.com/tempodotco/status/1867559791734009975,18129942,tempodotco
1867548252171903054,Fri Dec 13 12:32:55 +0000 2024,4,Otoritas Jasa Keuangan (OJK) mengatakan rencana pemerintah menaikkan Pajak Pertumbuhan Nilai (PPN) jadi 12 persen pada Januari 2025 dapat memengaruhi daya beli masyarakat. ~N #OJK #PPN12persen #DayaBeli https://t.co/YoMw2JMEzW,1867548252171903054,,,in,Jakarta,0,1,0,https://x.com/kompascom/status/1867548252171903054,23343960,kompascom
1867536920437567792,Fri Dec 13 11:47:53 +0000 2024,0,Menteri Koordinator Bidang Perekonomian Airlangga Hartarto menyebut bahwa detail terkait pemberlakuan pajak pertambahan nilai (PPN) 12 persen dan paket kebijakan ekonomi akan diumumkan Senin depan. https://t.co/q7IdSPjqTK,1867536920437567792,,,in,NKRI,0,0,0,https://x.com/antaranews/status/1867536920437567792,18071520,antaranews
1867468404002828774,Fri Dec 13 07:15:38 +0000 2024,0,PPN 12 Persen Bukan Solusi Tepat untuk Naikkan Rasio Pajak Hadi Poernomo: Seharusnya Tingkatkan Kepatuhan via @kedaipenacom https://t.co/1vhXOEA32P,1867468404002828774,,,in,Indonesia,0,0,1,https://x.com/KedaiPenaCom/status/1867468404002828774,793719410275983361,KedaiPenaCom
1867383077670203549,Fri Dec 13 06:53:51 +0000 2024,4,@DS_yantie Mbak Sri pajak 12 persen mohon di naikin lagi.. Yg kaya yg nggak bayar pajak diberi tax amnesty. Enggak usah bingung kami warga kecil sdh biasa hidup susah. Klau kalangan atas dia miskin takut malu,1867462925126184969,,DS_yantie,in,,0,0,1,https://x.com/Mulya3173971622/status/1867462925126184969,1809002208350121984,Mulya3173971622
1867442576632295549,Fri Dec 13 05:33:00 +0000 2024,0,Jakarta CNN Indonesia -- Menteri Keuangan Sri Mulyani tengah menyusun daftar barang yang bakal terkena kenaikan pajak pertambahan nilai (PPN) 12 persen pada pekan depan. https://t.co/xkK6CcF4OG,1867442576632295549,,,in,Bekasi,0,1,0,https://x.com/KawalPajakKita/status/1867442576632295549,1752019146769104896,KawalPajakKita
1867408012492911046,Fri Dec 13 03:15:39 +0000 2024,0,Menteri Keuangan Sri Mulyani tengah menyusun daftar barang yang bakal terkena kenaikan pajak pertambahan nilai (PPN) 12 persen pada pekan depan. https://t.co/7hnjeVKaes,1867408012492911046,,,in,"Denpasar, Bali",0,0,0,https://x.com/nusabalicom/status/1867408012492911046,2655442453,nusabalicom
1867407749036093531,Fri Dec 13 03:14:36 +0000 2024,0,Sri Mulyani Umumkan Barang Kena PPN 12 Persen Pekan Depan Sumber : CNN INDONESIA Foto : CNN INDONESIA #ppn12persen #ppn #pajak #barangkenapajak https://t.co/ZlWTbduaPQ,1867407749036093531,https://pbs.twimg.com/media/GepdcPWbsAEr237.jpg,,in,"Kota Surabaya, Jawa Timur",0,0,0,https://x.com/popjasaofficial/status/1867407749036093531,1493830862630109184,popjasaofficial
1867327845661651406,Fri Dec 13 02:41:38 +0000 2024,0,@msaid_didu Pak didu suarakan analisa kritis anda di balik naiknya ppn 12 persen sama opsen pajak bermotor pak meresahkan bgt!,1867399450521743623,,msaid_didu,in,,0,0,0,https://x.com/erwinmunoz11/status/1867399450521743623,1609754984014569472,erwinmunoz11
1866852697191878953,Fri Dec 13 02:13:19 +0000 2024,0,@prastow pak @prastow cek pajak budiman ini siapa tahu dia lah orang gak taat pajak ngomong seenak ee dewek .. malak warga indonesia 12 persen itu. berat itu..lu gak kena jadi seenaknya ngomong ..buset dah.,1867392324009177107,,prastow,in,,0,0,0,https://x.com/M19Agus/status/1867392324009177107,449806816,M19Agus
1867389348758663387,Fri Dec 13 02:01:29 +0000 2024,0,Pemerintah melalui Menteri Keuangan Sri Mulyani memastikan akan mengumumkan daftar barang yang terkena kenaikan Pajak Pertambahan Nilai (PPN) menjadi 12 persen pada pekan depan. https://t.co/zC3HMp0lcS https://t.co/VAeN7NacCT,1867389348758663387,https://pbs.twimg.com/media/GepMtzEaQAAoBVc.jpg,,in,Indonesia,0,0,0,https://x.com/monitordaycom/status/1867389348758663387,70600007,monitordaycom
1867382059721011650,Fri Dec 13 01:32:31 +0000 2024,1,Mari Kita Joget dan ngecap ------------------------------------------ PPN 12 Persen hingga Opsen Pajak Gaikindo: Industri Otomotif Makin Sulit - https://t.co/N6oGjRrSZB https://t.co/LCu0CNex4x,1867382059721011650,,,in,Citayem California ,0,0,0,https://x.com/JHPrabowo/status/1867382059721011650,158912165,JHPrabowo
1867378191482146829,Fri Dec 13 01:17:09 +0000 2024,31,Sri Mulyani Umumkan Barang Kena PPN 12 Persen Pekan Depan.Menkeu Terbaik Dunia Keahlianya GaJauh Dari Menaikan Pajak Doank. Gaskeun lah Bu. https://t.co/OZk1iywEcN Kami siap dengan penjajahan ini ,1867378191482146829,,,in,"Anseong-si, Republic of Korea",2,13,10,https://x.com/Kopipait__78/status/1867378191482146829,1236229061552140288,Kopipait__78
1867227666275090542,Thu Dec 12 15:19:01 +0000 2024,498,In case masih ada yang tanya tiap bulan gajian dipotong pajak penghasilan dan PPN naik dari 10 persen jadi 11 persen dan akan naik jadi 12 persen itu untuk apa:,1867227666275090542,,,in,Союз Советских Социалистически,0,0,257,https://x.com/niwseir/status/1867227666275090542,104411351,niwseir
1865557635052994775,Thu Dec 12 15:08:48 +0000 2024,1,@jokowidodole @DavaDesma77195 @idextratime Lah elu yang mikir dapet apa tolol wkwkwkwk udahlah junjungannya kalah dapet pajak 12 persen terus makan siang gratis adek lu disunat lagi terus koalisinya pada gabung ke lawan wkwkwkwk tinggal apa dia tinggal cari muka Nangis dulu sana anak haram,1867225095091171805,,jokowidodole,in,,0,0,0,https://x.com/jifajah/status/1867225095091171805,1385818399352131584,jifajah
1867132205581082905,Thu Dec 12 09:42:27 +0000 2024,0,@prastow belum ada definisi pajak barang mewah yang kena PPN 12 persen ( yang barang mewah di definisi PPnBM diatur di PP 61/2020 pasti beda Universe ),1867142965124382762,,prastow,in,jakarta ,0,0,0,https://x.com/jolayaw/status/1867142965124382762,2302597646,jolayaw
1867030551422701970,Thu Dec 12 07:02:35 +0000 2024,1,@wonglicik062 sbr bu duit pajak yg 12 persen blom kumpul cari utangan sj dulu,1867102735327432863,,wonglicik062,in,,0,0,0,https://x.com/Putraserawai1/status/1867102735327432863,1306418658902601729,Putraserawai1
1867102606843343203,Thu Dec 12 07:02:05 +0000 2024,6,Indonesia di tahun 2025 akan mengejar pendapatan negara senilai... 3 ribu triliun. 82 persen di antaranya akan dipenuhi dari pajak. Paling banyak dari Pajak Penghasilan (PPh) disusul oleh Pajak Pertambahan Nilai (PPN) yang memang sedang direncanakan naik jadi 12 persen. https://t.co/7lO2gdvSsi,1867102606843343203,https://pbs.twimg.com/media/GelH5JoaoAA6T_P.jpg,,in,,0,1,4,https://x.com/perupadata/status/1867102606843343203,1256115929923981317,perupadata
1867079962005795268,Thu Dec 12 05:32:06 +0000 2024,1,Pemerintahan Presiden @Prabowo memutuskan kenaikan pajak menjadi 12 persen hanya diterapkan untuk barang mewah. Soal ketentuan rinci dan klasifikasi barang mewahnya bakal diatur di Kementerian Keuangan. Meski pemerintah berencana menaikkan PPN 12 persen untuk barang mewah https://t.co/oDOtO50M5g,1867079962005795268,https://pbs.twimg.com/media/GekwYTwbUAAE4Yp.jpg,,in,"Jakarta, Indonesia",0,0,0,https://x.com/beritaKBR/status/1867079962005795268,124390203,beritaKBR
1867039743156031600,Thu Dec 12 02:52:17 +0000 2024,0,Ketua MPR RI Ahmad Muzani menyatakan kebijakan pemberlakuan pajak pertambahan nilai (PPN) 12 persen untuk komoditas barang mewah tidak akan membebani rakyat. Kenaikan PPN itu bahkan dipastikan tak berdampak pada hajat hidup orang banyak. https://t.co/DvHGgwWX47,1867039743156031600,https://pbs.twimg.com/media/GekOr48aEAM7bj8.jpg,,in,,0,0,0,https://x.com/nabila20386990/status/1867039743156031600,1495167779388866562,nabila20386990
1867009095800328256,Thu Dec 12 00:50:30 +0000 2024,0,Sejumlah barang dipastikan tidak akan terkena dampak kenaikan pajak pertambahan nilai (PPN) 12 persen pada tahun depan. Menteri Keuangan Sri Mulyani Indrawati memastikan penerapan tarif baru PPN akan mengedepankan azas keadilan. Kebijakan sesuai dengan Undang-Undang https://t.co/jQDAvgcij3,1867009095800328256,https://pbs.twimg.com/media/Gejy3hcboAAiOCi.jpg,,in,Jakarta,0,0,0,https://x.com/jawapos/status/1867009095800328256,2392460208,jawapos
1866996407556772109,Thu Dec 12 00:00:05 +0000 2024,4,Menteri Keuangan Sri Mulyani Indrawati menyatakan tengah memfinalisasi daftar barang mewah yg akan dikenakan kenaikan pajak pertambahan nilai (PPN) 12 persen per 1 Januari 2025 dan hasilnya akan disampaikan bersama Menko Perekonomian dalam waktu dekat. https://t.co/PeIDwkNU1l,1866996407556772109,,,in,"Washington, DC",1,1,3,https://x.com/voaindonesia/status/1866996407556772109,75077164,voaindonesia
1866988929947443287,Wed Dec 11 23:30:22 +0000 2024,5,PERLU DIJEDOTIN NIH? Kepala Badan Percepatan Pengentasan Kemiskinan (BP Taskin) Budiman Sudjatmiko mengatakan kenaikan pajak pertambahan nilai (PPN) menjadi 12 persen yang akan dikenakan terhadap barang mewah sudah tepat. Menurut Budiman orang tidak akan menjadi miskin hanya https://t.co/uDp3TKWdOK,1866988929947443287,https://pbs.twimg.com/media/Gejgg8raEAIOcZD.jpg,,in,Overseas,0,4,3,https://x.com/BenksWinarso/status/1866988929947443287,1135195284231688194,BenksWinarso
1866811573966077958,Wed Dec 11 18:22:47 +0000 2024,0,@detoge @kumparan @kring_pajak @DitjenPajakRI PPN 12 persen khusus barang mevvah ,1866911522347503637,,detoge,in,Bdg - Jkt - Lpool,0,1,0,https://x.com/endo_R7/status/1866911522347503637,140781345,endo_R7
1866868226610827359,Wed Dec 11 15:30:44 +0000 2024,3,Pajak naik 12% persen? Coba diimbangi dengan hukuman mati 12 napi paling korup.,1866868226610827359,,,in,,0,0,0,https://x.com/Homo_sapiens21/status/1866868226610827359,210842691,Homo_sapiens21
1866787830749598189,Wed Dec 11 11:51:06 +0000 2024,5,@Puthutea Pak Hadi Poernomo mantan dirjen pajak juga menolak kenaikan pajak 12%. Menurut perhitungan nya kenaikan pajak 1 persen menambah APBN 150T tidak menaikan pajak bisa menambah 250T asal pelaksanaan nya benar.,1866812955486196158,,Puthutea,in,,0,0,1,https://x.com/januarago/status/1866812955486196158,89084057,januarago
1866761600490934581,Wed Dec 11 08:27:02 +0000 2024,2,Pajak naik 12 persen?! Tax Morale solusinya! Tax Morale merupakan konsep di mana wajib pajak secara intrinsik termotivasi untuk membayar kewajiban pajaknya. Baca artikel selengkapnya di sini ya! https://t.co/7ScdHdPqz7,1866761600490934581,,,in,Jakarta,0,0,0,https://x.com/magdaleneid/status/1866761600490934581,1521159020,magdaleneid
1866425313477239173,Wed Dec 11 08:02:01 +0000 2024,0,@rigeldzikrullah @e100ss pajak 12 persen untuk barang mewah,1866755304756859379,,rigeldzikrullah,in,,0,0,0,https://x.com/moch_suchron/status/1866755304756859379,788020927632072705,moch_suchron
1866544338194555166,Wed Dec 11 04:58:16 +0000 2024,0,@PrawakaZ Dengan adanya pengaturan PPN 12 persen pemerintah bisa mengalokasikan dana pajak secara lebih tepat sasaran untuk program-program yang mendukung kesejahteraan masyarakat kecil,1866709061221355813,,PrawakaZ,in,"Denpasar Selatan, Indonesia",0,0,0,https://x.com/ptrivinza/status/1866709061221355813,1754072120794255360,ptrivinza
1866684514015306057,Wed Dec 11 03:20:44 +0000 2024,0,Breaking news ! Prabowo Buka Suara Soal PPN 12 Persen di Tahun 2025 #pilkada2024 #dprri #aniesbaswedan #gubernurjakarta #prabowo #jakarta #politik #demokrasi #ridwankamil #indonesia #menkeu #gibran #jokowi #menteri #dharmapongrekun #PPN12Persen #pajak #barangmewah #rakyatkecil https://t.co/d9qGnLOPwW,1866684514015306057,https://pbs.twimg.com/ext_tw_video_thumb/1866684475691941888/pu/img/5JRepGLHIDAykGfC.jpg,,in,,0,0,0,https://x.com/iqkribnews/status/1866684514015306057,1700577965657206784,iqkribnews
1866662153081721049,Wed Dec 11 01:51:52 +0000 2024,41,Untuk mengenjot pertumbuhan ekonomi pemerintah Vietnam menurunkan pajak PPN dari 10 persen menjadi 8 persen. Nah... Ndasmu Etik malah genjot PPN naik 12 persen mimpi pendapatan dari pajak Rp 3 rb T disisi lain daya beli masyarakat lemah. Artinya ekonomi nyungsep masih dipalak. https://t.co/1F1bT0QluI,1866662153081721049,https://pbs.twimg.com/media/Gee3VQnaEAE1loz.jpg,,in,Indonesia,2,2,16,https://x.com/Jumianto_RK/status/1866662153081721049,903306838552092672,Jumianto_RK
1866639913120305545,Wed Dec 11 00:23:30 +0000 2024,0,Ketua MPR RI Ahmad Muzani memastikan bahwa kebijakan pemberlakuan pajak pertambahan nilai (PPN) sebesar 12 persen hanya berlaku untuk komoditas barang mewah dan tidak akan membebani masyarakat kecil. https://t.co/O2on9NxxMl,1866639913120305545,https://pbs.twimg.com/media/GeejG-Ja4AAZvNu.jpg,,in,,0,0,0,https://x.com/saputa_nanang/status/1866639913120305545,1481140526363852802,saputa_nanang
1866464297657975123,Tue Dec 10 16:25:03 +0000 2024,0,@Ikhwanazis89 @prabowo Mau naik 12 persen saja sdh blingsatan mau jadi apa kalau kek Amerika Tingkat Pajak Penghasilan Pribadi di Amerika Serikat adalah 37 persen. Sumber: Internal Revenue Service. Di Amerika Serikat Tingkat Pajak Penghasilan Pribadi mengacu pada Tingkat Pajak Federal Tertinggi,1866519508812464548,,Ikhwanazis89,in,seputaran bumi,0,0,0,https://x.com/romelolukanya/status/1866519508812464548,1684923138621263872,romelolukanya
1866464089150758921,Tue Dec 10 12:44:50 +0000 2024,6,Pemerintah dinilai perlu memberikan kepastian terkait pelaksanaan ketentuan kenaikan tarif pajak pertambahan nilai (PPN) menjadi 12 persen yang seharusnya mulai berlaku pada awal 2025. //MN #KenaikanPPN #BarangMewah #Pajak https://t.co/19nDrBwAtH,1866464089150758921,,,in,Jakarta,2,1,1,https://x.com/kompascom/status/1866464089150758921,23343960,kompascom
1866423253826486753,Tue Dec 10 10:02:34 +0000 2024,0,Dampak PPN 12 Persen Barang Mewah: Apa Hanya Orang Kaya yang Disasar? Pajak tersebut hanya akan memengaruhi kalangan atas atau mereka yang mampu membeli barang-barang mewah. (Achmad Nur Hidayat). Baca selengkapnya disini https://t.co/mQo9b2T0rs https://t.co/lNv29fkiNY,1866423253826486753,https://pbs.twimg.com/ext_tw_video_thumb/1866422965065396224/pu/img/HQlyOGeV0eWeLUg_.jpg,,in,"Jakarta, Indonesia",1,0,0,https://x.com/lawjusticeco/status/1866423253826486753,567966875,lawjusticeco
1866407510548398454,Tue Dec 10 09:00:01 +0000 2024,0,Airlangga: Aturan PPN 12 Persen untuk Barang Mewah Segera Digodok Menteri Keuangan https://t.co/IgVAhWD4up,1866407510548398454,,,in,,0,0,0,https://x.com/pajakcom/status/1866407510548398454,1340855282407108610,pajakcom
1866406463486521725,Tue Dec 10 08:55:51 +0000 2024,2,Pemerintah memastikan kenaikan tarif pajak pertambahan nilai (PPN) 12 persen akan dikenakan untuk barang mewah. Nantinya kategori barang tersebut akan ditentukan langsung oleh Menteri Keuangan Sri Mulyani. https://t.co/XrE0JLdaf8 #iNews #news #mewah #pajak #tax #ppn https://t.co/QkC3vxG4LB,1866406463486521725,https://pbs.twimg.com/ext_tw_video_thumb/1866406330954903552/pu/img/dj50qaP51fc4usNj.jpg,,in,iNews Tower,0,0,2,https://x.com/officialinews_/status/1866406463486521725,132078023,officialinews_
1866391287106248711,Tue Dec 10 07:55:33 +0000 2024,0,Presiden Prabowo Subianto angkat bicara soal penerapan Pajak Pertambahan Nilai (PPN) yang menjadi 12 persen di 2025. Menurut dia hal tersebut sudah diputuskan bahwa diterapkan secara selektif. https://t.co/pOsUFdhOxS,1866391287106248711,https://pbs.twimg.com/ext_tw_video_thumb/1866391219166961665/pu/img/Nzgn7e2Nqk--fmnr.jpg,,in,DKI Jakarta,0,0,0,https://x.com/pantaucom_/status/1866391287106248711,1283065312611426304,pantaucom_
1866035365515292992,Mon Dec 09 08:21:15 +0000 2024,2,Kabar baik! Kebutuhan pokok seperti makanan pelayanan kesehatan jasa pendidikan dan jasa perbankan tidak dikenakan Pajak Pertambahan Nilai (PPN) 11 persen maupun 12 persen #PPN12PersenProRakyat #PPN12Persen #PPN https://t.co/JhCaMRjSiw,1866035365515292992,https://pbs.twimg.com/ext_tw_video_thumb/1866035299551510528/pu/img/KGmYxcfLsB5Bndcl.jpg,,in,,0,0,0,https://x.com/ruangantihoax/status/1866035365515292992,1509691617501876231,ruangantihoax
